,id,review,label
3312,3313,liaquatabad me firing 1 shaks zakhmi ,negative
875,876,ku k aj kal online shoping fake hoti ha,negative
2872,2873, mulk ki siasat kay haliya utar charaho aur unkay aqdamat ko daykha jaye to kaha jasakta hai kay inki maqbolyat anay walay aik taweel arsay tak barqarar rahay gi,positive
6122,6123,ap ka imran khan se dil uth jayega.,negative
2316,2317,ab beshak lahore saray jeet jaye tab bhi qualify nai kar sakti kioon k aj karachi jeet gya,positive
4588,4589,defenc k qabristan se bhari miqdar me baroodi mawad baramad elaqe m khof hiras ,negative
1388,1389,moral of the story... baighairat si bhi houn na...,negative
6188,6189,raytti bajri ki gair qanooni farookht mehakma e madaniyat ne rokh thaam k lia ku khatt likh diya tammam ijazat namay mansookh ,negative
4328,4329,main bohat cooking karti hon aur new se new sweet dishes banane mein lagi rehti hon,positive
920,921,namaz e fajar hamari khobsoorti mein ezafa karti hain ,positive
6051,6052,hamara hakumat bhaot bagerat hai jo koum ki beti ko nahi chor wasakte hai lanat bechte hai esi hakumat par,negative
3673,3674,1950 mein aap ko aqwam-e-mutehda mein pakistan ka mustaqil numaiynda bana kar bheja gaya,positive
3919,3920,yeah ryt or sohaii to bohat pyari ag rai hai or kia lajawab acting kr rai hai,positive
5262,5263,mjhe messages nahi milra,negative
4253,4254,yahan soch hai kis ki sahi ap mjy ye btain,negative
5313,5314,bilkul berra garhk uska ð,negative
1273,1274,1965 ki jang kay bad jab january 1966 mein ayub khan nay allan-e-tasqand per dastakhat ker deye to bhutto nay apnay uhday say istafa day dea aur larkana chalay gaye lakin ayub khan kay lia allan-e-tasqand kay baray mein akalay jawab dahi bohot mushkil thi.,negative
1036,1037,haha sai baat ha ,positive
4461,4462,yeh film bhi blockbuster sabit hui aur yun spielberg ne kamiyabi ki shahrah par aise safar ka aaghaz kiya,positive
2190,2191,tu taraqi kare ga choty bhai ,positive
2674,2675,allah salamti k ghar ki taraf bulata hai aur jisay chahay seedhay raastay ki taraf hidayat deta hai ,positive
4783,4784, us waqat chief justice of pakistan janab justice saeed uz zaman sidiqi aur kai dosre baradar judge âpcoâ ke tehat half uthane par taiyar na howae to unhen retired kar deya gaya,negative
2471,2472,1987 mein pas az marg hukumat e punjab ne aap ki khidmat ke etiraf mein aap ko ï¿½eeeâ¬ï¿½eeetehreek e pakistan gold meddleï¿½eeeâ¬ï¿½eee se nawaza,positive
3733,3734,â america ki nowa south eastern university ki tarfa se unhen doctorate ki ezazi degree in alfaz ke sath ata hoi âiftikhar muhammad chaudhry! ap ne duniya bhar mein qanondanon aur aam logon ko walwal e tazah bakhsha,positive
3950,3951,koi school seal kia gya to mazahmat karenge ,negative
5680,5681,jub dekhana nahin tha tou itna bara ad laganay ki kia zaroorat thi. ,negative
3571,3572,karachi k hawalay se ehem mulaqatein bhi mutawaqa,negative
2140,2141,end main yai drama bohot ajeeb ki a ap ny ,negative
4422,4423,judge krny k bad kahen gy hmn kya dafa kro ðð,negative
5794,5795,beta try se pyar hai bs,positive
2411,2412,acha collection ha but matrial law ha,negative
5978,5979,21 october 2000 ko apni cousin nadia se shahid khan afridi ki shadi ne unginat ladkiyon ke dil torh diye,negative
737,738,lahore hai karachi us ka shoher hai ,negative
531,532,dilo jan in pr qurban,positive
1843,1844,bilkul jaisa picture mai dekha tha waisa he product tha ye aur mjhe boht pasand aaaya. iski quality bilkul a1 thi aur mai iss cheez se bhi mutmayeen hun ke iski description bilkul sahi thi website pe.,positive
2558,2559,waise to sab se ache talluqaat hain,positive
5677,5678,tum jesi jaheel chala sakty h,negative
4473,4474,har bnday ko yhi lgta h k vo sacha h bs dunya main,positive
2086,2087,baldia town no 5 se bache ki lash baramad ,negative
1951,1952,yar iska end bht hi rolany wala hoga,negative
2866,2867,insn b ni socho musalamano lagao tukay dastar khan ,negative
1160,1161,razia sheer khan: main pakistan ki international athlete shazia khan se bohat mutasir hun,positive
4291,4292,ghar bethy cnic banane k lye darkhust di ja skti he ,positive
6032,6033,ao logo ko judge kren hum bht farigh hain ð,negative
3661,3662," wo aik azeem mohibb e watan, aala taleem yafta, gher mutasib aur thanda mizaaj rakhne wale siyasi, mazhabi aur rohani rehnuma the",positive
4905,4906,beghairt m n konxi exi ghlazat wali bt ki mnhosay :d wo tw ek dafa mu s nikl gai thi mere :d,negative
1479,1480,moral aj ghalib sahab ka b p high hai d ,negative
1763,1764,mar ja... tu ty ha e ni meri... ,positive
5083,5084,allah maaf kre.. allah nee apne ghar ki hifazat ka zima khud lia hai,positive
3630,3631,ferozewala me firing se counselor zakhmi bv janbahaq,negative
4131,4132,bijli kharakti hai? xd,positive
1371,1372,england meinkhelne ka wasi tajurba aur all rounder hone ke bawajud phele world cup ke squad mein shamil na the,negative
2319,2320,a.o.a hazrat sb ap ko or ap ki pori team ko eid mubarik allah pak ap per rehmat ka saya hamesha rakhyn ameeen duaon main yad rakhy ga,positive
817,818,yaar end me to kl arsal ki saans rukii rhii or aaj merii bs allah mian plzz jiya bdtameez ko b muhabbat ho jae arsal se and that was to funny jb shehry gaari se bhaag gyaa or kanza manhoos maari pe muje bht ghussa h jiya ki pics pharne pe,negative
1761,1762,meri bal bht jhr gai hi or kafi gape aa gya hi aap aisa koi totka btai js si bal fr si aajai plz,negative
3161,3162,allah mujhe bhi tasbeeh khane mai ramzan guzarne ki tufeeq dai ameen,positive
1994,1995,bhata lya ,negative
1236,1237,jahalat loha bachny wala b mulk ni chala skta,negative
5259,5260,koi to rook loooo,negative
4079,4080,mashaallah aap boht achy wazify bataty hi allah aap ko lambi zendagi day dy ameen,positive
1814,1815,nahi mila.,negative
2922,2923,       ab ham nadeem key nam se jantey haien to keya nadeem ki dastan  e hayat dilchasp nahein hay?yaqinan yeh dono kahanyan jaddo jahad aur kamyabi ki azeem misalein haien jabkey waheed murad ko na to studio pahochney key leyeh kabhi bason aur rekshon mein dhakkey khaney parey aur na hi mangney key leyeh directron key der peyhazri deni pari woh to soney ka chamcha  munh mein ley ker paida huey they aur apnay walid ki badaulat bees baras ki umer mein hi filmon key taqseem kar bun chukey they,positive
3096,3097,allha ka azaab ho es.shakhs py astagfirullha,negative
3287,3288,bas yaar tum dono k saath reh k mein bhi aisi hogae hu ðð,negative
2594,2595,vacations thi farigh insan hn ab kal se nh krnga ,negative
5652,5653,awaam sahi mazy ly rhi,positive
586,587,agr dj breaking news de ga toh zror bht zbrdst hi hogi,positive
598,599,bakwaas,negative
5971,5972,"mahira ko maa banna hai, aktruss nahi, baysharmo.",negative
1286,1287,be shak mgr mera nahi hai,negative
5231,5232,"salman khan ne filmi safar ka aghaz 1988 mein âbiwi ho to esiâ mein bator mawin adakar kiya tha, jis mein un ke mukalmon ki adaigi theek na hone ke bais kisi aur ki awaz mein dabbing ki gai thi",negative
4104,4105,sher boorha b ho jay to wo sher he rehta hai .,negative
1845,1846,sp agree krte ho aunti dosri shadi karen?,negative
4715,4716,meri taraf se uh k liye,positive
1570,1571,good,positive
4677,4678,jin logon ko mujh se jalan hoti hai wo jalte rahe,negative
4997,4998,2 sal me 657518 waqiat hy khawatin bachon se ziadti k 4753waqiat hue,negative
1417,1418,es k baghair musalman ka iman mukamil nahi ho sakta ,negative
5773,5774,. hmare mulk ny itni jldi taraki ki hn ke aap soch bhi nai sakhty****,positive
1121,1122,1 ki halalt tashwishnak ,negative
3268,3269,hahaaa good one,positive
4574,4575,firstly muchain sabhalo :d :d,negative
1226,1227,karachi k 70 elaqo me rat 11 baje se bijli ki farahmi muatal ,negative
3020,3021,eid mubarak ho ap sab,positive
5021,5022,1936 se 1938 ka arsa intehai gurbat aur tang dasti ka zamana tha lakin unhi dino urdu ke kai maroof shaeron aur sahafyon se shanasai hasil hui kirshan chander aur minto se dostana marasam paida huya,positive
4622,4623,ghunni meesni bni bethi hti ho r sari gndi baten tm he krti ho ð¤£ð¤£ð¤£ð¤£,negative
1844,1845,allah jaza dy ga,positive
3960,3961,bhai man mayal se sikha hai larki ki agar shadi kia bachay bhi hojaye tho himmat nahi harni,negative
2510,2511,ya allah madad farma muzloom behn ki,positive
4413,4414,ye mil jai na is ko dery py ly k jaen gy khushboo b udhar e lagae ga is ko ,positive
3051,3052,mere mulk ki ghareeb awam k paese the yh beaurucrat konse apni jeb se pese dete hai kia ap jante hai port qasim pr rozana ktne arab ki corruption hoti hai,negative
3879,3880,"ye phone bohot acha laga mujay. amaizing camera, 3gb ram and big storage. luncher kuch khas nahi tha to ma nay nougat launcher install kia ha to amazing look provide karta ha. baqi phone ki look, shining and smoot surface iski alag hi pehchan ha",positive
3550,3551,yah allah madad permay ameen,positive
3304,3305,bilkul sahi,positive
5916,5917,apni shaiyri ke zamana-e-urooj mein fauj mein amirana rawish aur us ke siyasi kirdar ke khilaf sheyr kehne ke sabab kafi shohrat paai,positive
1155,1156,bus stops se ishtihari boards utarna or foot paths per qaim tuc shops ko seal kerna shuru ker dia ,negative
2524,2525,hahaha .... ma zaror karu g,positive
1529,1530,elect ho k ana chahye,positive
743,744,allah pak in ko lambi umar ata farmay,positive
3496,3497,mashallah bhot khoob sir,positive
4223,4224,good,positive
1384,1385,convey my regards :p,negative
3683,3684,saazon ki sangat mein pesh ki jane wali in nazmon ko wo theka kaha karte the,positive
2707,2708,pakistan dunya ka wahid mulk hai jis main log zardari aur bilawal jese logun ko leader manty hain,negative
4050,4051, in ke walid aik kamiyab wakeel the,positive
6175,6176,mere pyare mursheed gee ko bht bht eid mubarak..allah pak hamare mursheed gee ka saya hum p hamesha salamt raken.ameeen,positive
6265,6266,khair mubarak hazrat shb ko ubqari ki pori team ko dill se eid mubarak,positive
3425,3426,agar nai kar sakty tu un mein jo thora behtar lagta ha us ko vote daina pary ga.,positive
4206,4207,reporter ki jaam hogayi  btw aunty bhi sahi khael gayein !,negative
1607,1608,buht hi achha fone hai me 6 months se use ker rahi koo issue nhi non stop use kren phir b heatup nhi hota thanxx huawei,positive
5345,5346,allah in ko lambi umr de ameen,positive
2160,2161,is dor mein helen keller bohat mehanti aur hoshiyar shagird sabit hoi aur bari asani aur josh se us ne ubhri hoi tehriron ko parhna shru kar diya.,positive
4060,4061,kamal cha gay ,positive
5332,5333,qeyam-e-pakistan ke bad ap afwaj-e-pakistan mein director general of morals aur amoor-e-kashmir ke nigran muqarrar hue,positive
3355,3356,farishto ka nuzool aakhir surto n ki tafseer ,positive
5795,5796,isi liay to sad hon,negative
1543,1544,jaya prada ka shumar aesi khush qismat khuwateen mein hota hai,positive
3070,3071,bgyrat khine k,negative
2833,2834,sary haqooq hony cahaye,positive
2301,2302,1968 mein rajiv gandhi se shadi ke bad inho ne bharat mein rehaiysh ikhteyar kar li.,positive
4726,4727,har paper mein yehi gaana yaad aata hai ,negative
1687,1688,amrica key saf e aual key khaelari mark talboot sey iss dauran inn ka 13 moqabla hua aur inn mein sey 12 mertaba jahangir khan ney kabyabi hasil ki,positive
5403,5404,ab aunty dekh rahee hogi taraaaakkiii after flooding ,negative
209,210,mehdi hassan ka geet âranjish hi sahi dil hi dukhane ke leye aaâ aur â ik sitam aur meri jan abhi jan baqi haiâ aaj bhi suniye to dil udas ho jata hai,negative
5697,5698,beshak allah pak waldain ko salam rakhy ameen,positive
1946,1947,"is silsile mien dono actresses mutadid martaba karachi bhi gai, magar chand aik tv programs mien shirkat ke ilawa koi drama project na mil saka",negative
6314,6315,tum se kam hu acha beghairto aur kya huwa uska is post pr cmnt krna ban to nhi ha....waise time to......itni bari,negative
6048,6049,bhutto kay zehan mein apni siasi jaddo jahad kay khatoot bilkul wazah tha.,positive
587,588,koi excuse ney election laren bus,positive
5496,5497,tujhe pata kese chale ga pagle ,negative
4226,4227,jo aap ne parhaaya woh b na suna ,negative
709,710,film flop ho gai tahum cannes film festival mein ese kafi saraha gaya,positive
5035,5036,sheva ishq nhi ...husn ko rusva krna,negative
1404,1405,kharabi ki soorat me bijli k ta atul ko loadsheding na samjha jai,negative
806,807,allah sy darr,negative
4096,4097,"tasbih khana , insaneit ki tarbiyat aur eslah ho rahi .",positive
5581,5582,pakistan samet duniya bhar me ajj dosti ka almi din manaya ja raha hai ,positive
2773,2774,quran me hum insanon k liy ahkamat hn or hmari ghaflat ki intehaa k kbi tarjuma nhi parhty k akhir allah ny hum se kya farmaya .,negative
1896,1897,woh hukumat ya sabqa mazhabi jamaton say imdad bhi nahi latay khun kay woh samjhte hain kay in ki imdad mashrot hoti hai.,positive
1324,1325,"college ki rasmi taleem diploma hasil karne par khatam ho gai tahum us ki ghair rasmi taleem kabhi khtam na hoi aur ingrezi, francici aur german kutub ko parhti rahi aur naye josh o kharosh se likhti rahi.",positive
4024,4025,"in ka daur e urooj us waqt shuru hua, jab 2002 mein inhe kangaroos ke one day squad aur phir 2 saal bad he test team ka bhi captain bana diya gaya",positive
810,811,mai to barhe tassuf ke sath yeh batana chah raha hon ke is se hamare funn o saqafat ke shobey ki kam maeiygi aur mehroomi ka izhaar hota hai,negative
3502,3503,anna molka ahmed ki koshishon se punjab university fine art department jald hi mustehkam ho gaya aur talba ko fine art se khusosi lagao paida ho gaya.,positive
5657,5658,is mein pakistani riyasat ka kitna kasoor hai?,negative
4537,4538,walaikumsalam app ko bhi eid mubarak,positive
1783,1784,hahaha kiya debate thi.... last main jo aunty bol kr gyi hain woh kamal ka dialogue tha.....,positive
1085,1086,shkar h apny b dopta lya sir per,negative
3739,3740,thank you nawaz shareef ,positive
2324,2325,miss shah:-)aap k saath maasi kon hai,negative
466,467,har waqt giley shikwey karne walon se mujhe koi hamdardi nahi.,negative
6223,6224,is ke bad iqbal bano ke pas films ki line lag gai  lekin inho ne sirf muntakhib geet gaane ko tarjeeh di,positive
188,189,"achay size ka fridge hai, kamre mein bara acha lagta hai, aur iskay dual temperature mechanism bhee pasand aaya. freezer mein jamaa de cheezon ko, aur fridge mien achee cooling maintain kare, aur yeh to energy efficient bhee hai. :)",positive
4620,4621,matlab jahiliyat ki had hai bro,negative
4310,4311,"1987 mein warner brothers studios mein inho ne martial art ke kamalaat dikhae to bohat se filmsaaz mutassir hue aur kae films mein kaam karne ki peshkash hui, jinhe steven seagal ne script parhne ke bad radd kar diya",negative
1389,1390,khuda kare har din apki khushian petrol k rates ki tarha barhti rahin,positive
1447,1448,wah begairti noo phoolan naal tukk rehay hain...kehri izzet zameer froashi ker kay,negative
4631,4632,mein sirf 50 payment pr shop k malik banye baqaya kama k ada kijea ,positive
1566,1567,soo sad,negative
1066,1067,hahahahahaha waqie nazar na aya,negative
2010,2011,taab too hum khud unn koo saport karay hootay hai,positive
4356,4357," mujhe is baat ki khushi hai ke main ne 2013 ke games mein infaradi tor par sab se ziyadah 8 gold medals leye the, jo aik record hai",positive
4038,4039,fariq chz hai. ear grm kr deta hai bht ghatiya foam lga ha,negative
3705,3706,hazrat g allah apko slamat rakhay,positive
5868,5869,show must be banned but jitni b baby girls participated hy unk parents ko b punished kia jay koi forcefully tu ye sb ni karwa raha why they people take participated such like that shows?,negative
4111,4112,hum sub ko agar pakistan ki khidmut kerni hai tou degrees nahi shaoor phelana hoga or nizame taleem se kali bheren nikalni hongi.,positive
4182,4183,schools pr qabza kya ,negative
5599,5600,abid ali ko pakistani tv screen ke golden dor ka numaindah adakar kaha jata hai,positive
2967,2968,10 muharram ko saher main subah 6 se raat 8 baje tak internet service bund rahegi pta ne notification jari kar diya ,positive
5702,5703,"mujhe bhi gane ka shauq tha, magar sirf gungunane ki had tak",positive
6045,6046,tum pti walay ye he kahtye bcz pti jo nahe jeet te na,negative
785,786,tera bhai cha gyanlarke,positive
5272,5273,musharaf jo pkdna chaye wohi hy kasoor vaar,negative
3672,3673,dekh lo  saen k bary me glt baaten kr rahy han,negative
49,50,yehi youth hi tou pti ki taqat hy.,positive
605,606,hahahahhahaha... chem to yad hni ni... to designer hi na ban jaon...,positive
6266,6267,"film sargam ke kirdar par film fare award ke liye bhi in ki nomination hui, lekin chunke wo hindi zaban se nawaqif thin aur is film ke liye in ke dialogues kisi aur ki awaaz mein dub kiye gae the, lehaza isi bina par inhe award nahi mil saka",negative
5832,5833,ye nasal kalam e ghalib ki is manuyat ko pa rahi hai jo is ke sciencesi dor ki zarorat hai kyun ke ghalib ki fikar darasal fitrat ke qarib tar aur sciencesi hai chunacha ye baat herankun nahi honi chaheye ke ghalib kisi sarkari sarparasti ke bagheir maqboliyat mein tamam shora se aage hain,positive
5866,5867,bht e ghatia fabric jo pic main nazar a ra wo ye chez e nai hi im really disappoint main first time daraz say experience kiya or bht bura experience rha,negative
3954,3955,zati umoor ka ahtiram kia jaye ,positive
3052,3053,hafeez jullandhuri shaiyr ki hesiyat se nazam aur ghazal dono par qadir thay,positive
5307,5308,khas taur par wo tobacco ki masnoaat ki tasheer mein bohat sargaram rahe hain,positive
3045,3046,na me badshah na wazeer hoon ,negative
2364,2365,14 rukni committee banany pr ittefaq azad arkan sabiq judge shamil hongy ,positive
2343,2344,mujhay aqtaydar milay na milay unhain jana hoga unhon nay benazir hukumat kay khatmah kay leyeh tahryk najat ka alan keyah 4 november 1994 ko parlimant kay mushtarkah ijlas mein apozishan ki janib say zabardast ahtayjaj hua aur sadar kay khaytab ka mokammal tour par batkat keya geya,negative
1090,1091,bohat achy,positive
2962,2963,hahha wife ha yea agent..itni shaakie :-d end of it its funny,positive
1431,1432, unhon ne mazid kha ke mulik ko naqabil e taskhir siyasi aur aqtesadi qowat banyen gaye,positive
5748,5749,haan waqaii imran khan ghlt krta hai nikah kr k usy chaye shahbaz shareef ki trhan na jaiz bachy peda kry or wo ortain bhaly in patwariyon k ghr ki hi q na hon lanat hai nikah ko ghlt kehny walon per,negative
2804,2805,traffic rawaan dawaan hai makami zarai ,positive
5747,5748,wahi hona chye jo quaid muslims k lye mangtay the united india me. tb hum minority the,positive
807,808,duaon main yad rakhyn aj ki rat bht ba barkat hy,positive
25,26,hazrat sahab dua ke darkast ha.,positive
6228,6229,aunty bolein tou sahi uncle bolein tou offensive xd,negative
6260,6261,ye chahy ap meri zid samjhen ya nalaiqi magar mujhy aony faisly  per koi pashemani nahen hai,positive
2732,2733,tapal dane dar ?? ,negative
3596,3597,bht acha item hai use krnee me acha lga,positive
5522,5523,bilkul,positive
3103,3104,pooray pakistan mei aese cases horahay hain. ,negative
647,648,gg bilkul gulzar hai,positive
5432,5433,hahahahaha wah,positive
3444,3445,tawaf e kaba ko ay insan tere kamon ki kia auqaat hy jis k liye tu namaz ko chor deta hy ,positive
3448,3449,crane hadsay k baad bin laden company ku mazeed kaam na milnay ka imkan sath uhdaydaron k mulk chornay pr pabandi aiad ,negative
597,598, 18 december 1987 ko inn ki shadi asif ali zardari say hoye,negative
542,543,lanat ho in hokmrano per,negative
4152,4153,ghalt baat ha yq,negative
435,436,main n y daraz.pk s lya tha 4 days k bad or y sandisk ka original sdcard hai speed bhi ala hai or 100% original or box packed tha ise main use kr rha hun kafi ala hai is ki write or read speed sd cards s ziada hai is ki sub s achi bat k y mobile ki performance ko tez kr deta hai main n samsung ki website s pocha tha original sdcard k bare main lekn pakistan main original card samsung k nhi ate kiunke samsung k hr card pr read or write speed lki honi chahhye jo nhi lkhi hoti or agr card ki packing k oper u3 likha hai to card pr bhi u3 hi likha hona chahye jo k nhi lkha hota or microsdhc k oper tm ka logo hona chahye jo k nhi hota,positive
1659,1660, air land ke juna bair nigtan aur australia ke jaif hint pakistan yon ke leay sakht hareef ban ker ubhre aur un ke orooj ke dino mein pakistan almi ejaz sey kai salon tek mahroom raha,negative
4113,4114,mere or mere waleden k liye bhi dua farma dain please,positive
204,205,agr 20 din bhi compaign kr lety to ap ne jeet jana tha bro..,positive
3826,3827,agar sun lia ha tu zinda abad,positive
4928,4929,ecp phly ik niazi ko pakdo,negative
3474,3475,qayam e pakistan ke bad hashim khan ne royal air force club mein bahasiat squash coach molazmet ikhtiyar ki aur khud ko suba sarhad mein hi mahdood kar leya aisa lagta tha ke woh pakistan ki had tak hi mahsoor hoker rah jaein gey,negative
2340,2341,15 saal ki umar se mashq-e-sukhan shuru ki,positive
2717,2718,"sath, tu bhe hutiyaa",negative
5387,5388,warna aisa kro apni oqaat me rehna seekho ,negative
1864,1865,kuch ni jahil awam larkian nachany se agay ni ja skti,negative
4296,4297,happy eid in advance namra,positive
4071,4072,yaad dilaao ,negative
5318,5319,"septembr, 1947 men khorak ki qillat ko dour karne k lye 4750 tons chawal bhejne wale mulk ka nama tha''burma''",positive
1000,1001,khas dua ki iltja hai,positive
1432,1433,jotumhen rasool den wo lay lo aur jis cheez se tumhen mana karen us se tum baaz raho allah se daro ,positive
1002,1003, musalman talba o taalbat ke liye taleemi sahulton mein izafey ka ibrahim ismail chundrigar ko be had khayal tha,positive
4090,4091,kisi ko sath khanay main sharik karain,positive
6300,6301,ab to sajna sawrna chor do ab to ham ko. milna ke umed be nahe,negative
2248,2249,question: apni karkardagi ko behtar banane ke leye rozana kitne ghante practice karti hain?,positive
1382,1383,waqt haai watan keliye kch krny ka inshallah 6 july jail main hoga,positive
3445,3446,barthday mubarak ho sr,positive
3913,3914,paramedical per zulm band kro,negative
840,841,hahhahahahha me bhi bolti hn rk,positive
2926,2927,yaaaaaaaara wohi flavor wohi feeling !!! next level :) #pakistanzindabad,positive
149,150,guzishta saal december tak naye stadiums ki tameer aur purane medanon ki tazeen o araish  ke leye brazil football assosiation aur brazilian hukumat ne 3.7 billion dollor ke akhrajat ka takhmina lagaya tha,positive
3800,3801,logon k mizaj badaltey hain mausom ki trha ,negative
4805,4806,car ko saaf kernay ke lieya bohat kaam ata hai,positive
2556,2557,mjhay nahi tag kia ðð¤¬,positive
2056,2057,talebat ki sargarmiyon mein aap pesh pesh rehti thein.,positive
4843,4844,umeed kis se lagayen,positive
3582,3583,"17 february 2006 ko salman khan ko nadir o nayab kale hiran (black deer) ke shikar ke jurm mein adalat ne aik saal qeed ki saza sunai, tahum is fasle par appeal ke doran un ki saza par amal dar aamad rok diya gaya, ye case ta hal salman khan ke leye dar e sar bana howa hai",negative
6001,6002, march 2009 na ahali kay case mein faisla in kay khalaf aney par shahbaz sharif ko kuch arsa kay liye iqtedar say alag bhi hona para lakin bad aza ye faisla khatam kardiya gaya aur woh aik bar phir suba punjab ki halat sudharne kay mission mein jet gaye in kay halqa-e-ahbab mein shamil afrad ka kehna hai kay shahbaz sharif is kam kay liye itni mehnat kar rahay hain kay in ki apni sahat kharab ho rahi hai,negative
4116,4117,is barey mein bharat ke mashoor filmsaaz aur mauseeqar muzaffar ali kehte hain ke   nusrat ki awaz dilon mein ghar kar jati thi  mashriq ho ya maghrib  hindustan ho ya pakistan in ki awaaz ne tamam sarhaden torh di thi  ,positive
5927,5928,"zeeshan, ap ki na sirf knowledge bht achiheh hai balkay us per tehqeeeq bhi hai  ",positive
416,417,jani imran vote lena k liya ya logoon ko dekhana k liya kaam nahin karta wo aysa kaam karta ha jis main end of the day mulk ka koi faida ho aur isi main mulk ka faida ha,positive
590,591,pahly kalma likh do wasy b ye jahaz nahi mout ka dosra naam ha.itni bus hatchkuly khati jis tra loogo zaleel krty ha.,negative
6306,6307,nice assalam o alikom kce he ap,positive
2314,2315,gharq karo katputle sadar ko,negative
1487,1488,nah baba muhnjo mike toore chadndia tun. hi mayi ta po bhaji wai tun haru baru matho pharndia muhnjo,negative
2380,2381,is ke liye main ne aik behtareen composition wale geet ko record kiya hai aur ab is geet ka video bhi banaya jaega,positive
5893,5894,transporters ka tajiron ki hartal ki himayat ka elan 1st august se karachi samet mulk bhar me pahayya jam bhi hoga transporters ,negative
4032,4033,wawa ee la gai aa,positive
5529,5530,phir se ahmad shahzad??,negative
2292,2293,k electric ka eid ul fitar per load shedding na karne ka elaan ,positive
5602,5603,nhiiiii mujhey already loki pasand hai,positive
50,51,lakhtee laanat zoog,negative
2802,2803,well done hahaha,negative
5263,5264,h ahahahah pir maza na ata shyd gheebat krny mei agr gunah na hta tou :p,negative
4808,4809,lanat,negative
5933,5934,ssu driver result kahan gum ho gaya,negative
2110,2111,hahaha  haha tum toh khud hi phsti hooo pictures dal k,negative
3784,3785,sharabi bhi super hit film thi,positive
3621,3622, mohibullah khan senior badqismati se aik saal se zayada british open ka title apne pass na rakh sake,negative
5278,5279,2 afrad janbahaq 3 zakhmi janbahaq afrad or zakhmio ko hosp muntaqil kerdiya gya,negative
714,715,ye pyar nai ye gangbang hai,negative
3875,3876,hazrat duaa men yad rakhen,positive
3882,3883,hamari aadhi se zayada awaam toh andhi hai apni caste ko dekh kar vote karti hai usko nahe deti jo sahi hai.,negative
4696,4697,izat keya kr meri,positive
690,691,main naik niyati se apne kaam par tawajja markooz kiye hue hon aur is ka mujhe phal bhi mil raha hai,positive
601,602,sirf kaam se kaam rakhna un ka style  aur sab se dosti rakhna un ka mizaj hai,positive
2934,2935, ye ibteda mein un ki training ka hi natija tha ke mujhe un se bohat kuch sekhne ka moqa mila aur apni karkardagi ko behtar banane mein kamyab rahi,positive
1055,1056,magar bouht dukh huwa  3rd time psl mein qualify nahi kar sakhe hain ,negative
1016,1017,yeh cheez abhi tak mujhe milli he nahi hai is ki jaga pe kuch aur he bejh dia hai aap logon ne jo mne return kia hai par us bhi pta nhi koi contact nhi ho pa raha thnx,negative
4520,4521,mooucha rona nai ache bache nai rote hmmm:),negative
4367,4368,agar zyda lamba ho gya to bore ho jana hai ..,negative
5473,5474,asy logo py lanat ho jo asy kam krty han,negative
3555,3556,yr meri nazarr main tw koi nhi haii r wala ,positive
5331,5332, zahir hai ke aik balance diet aap ki karkardagi ko aage barhane mein mawin sabit hoti hai,positive
3839,3840,is ke baad hammer smith college mein county council of landon ki taraf se munaqidah fine art ke imtehan mein scholarship hasil kiya.,positive
5982,5983,tum pay aitbaar ki ,positive
2238,2239," app shaheed huye to app ki jaib se 100 ruppey aik maney order aur do khoon alood khatoot baramad huye sawar muhamed hussain ke walid ne jab unki shahadat ki khabar suni to pehla sawal yahi kiya ke âmere betey ne maidan jang mein buzdili to nahein dekhai?sawar muhammed hussain shaheed ka aik emaan bahot mashhoor hai aik dafa aik dost ne ke sawar muhammed hussain shaheed  walid ke pas 200 rupay batour amanat rakhwa afroz waqaey issi dauran app ke walid ko bhi rupon ki ashad zaroorat par gaye unhon ne sawar muhammed hussain se ziker kiya to app ne kaha ""agarchay merey pas zati taur par apnay 50 rupay maujood haien lakin woh kisi ki amanat haien albatta mere pas zati taur par apnay 50 rupay maujood haien app un se kam chala leien mein un 200 rupon mein se aik rupya bhi na doon ga keon ke iss tara amanat mein khayanat hogi aur jab khuda ke hazoor mujhey jawab da hona parey ga to mein wahan kya jawab doon ga?",positive
2643,2644,waheed murad ki iss gair mamuli maqbulyat key bas baz auqat iska mawazna alewas presley se bhi keya jata hay jo waheed murad se das baras pehley issi shorat ki choti pe pahonch ker achanak maut ki wadi mein kood geya tha,negative
3238,3239,sharmilapan he insaan ko apni zaat ke izhaar ke liye dosri chezon ka sahara lene par majboor karta hai  ,positive
1320,1321,sureh anam ki ayat 45 for cancer cure har waqt paray,positive
718,719,mahsi pr chrhado isa,negative
433,434, footh path par apni zindagi ka akhtamam kiya,negative
4770,4771,hahahahahaha.. koi aye na aye end wala mehmaan laazmi aata hai.. ,positive
4100,4101,agar bilawal acha hota  toh lyari mei rehne wali jahil awaam bhi uski gaari pe pathar na maarti.,negative
1214,1215,murshad g ki kya bat hy masha allah,positive
3850,3851,yes zaroo band karnah chea,negative
1938,1939,allah apka hami o nasir rahy amin!,positive
3470,3471,latoo zarf kha se agya,negative
1017,1018,jo mulk ko mulak bol rhin aur lahore ko mulak bol rhin un ki jahalat aur zehmi ghulami ko 21 topon ki salaami..,negative
6273,6274,bolti rahu but ma messani ni,positive
1221,1222,bohat achi batein hein,positive
5551,5552,qualtiy aur size bauht acha hai,positive
2217,2218,i love you lahore qalandrs,positive
